city,timestamp,temperature,season
New York,2010-01-01,0.2384297205418022,winter
New York,2010-01-02,-2.2310111443569896,winter
New York,2010-01-03,-8.730537933375825,winter
New York,2010-01-04,-0.3139537295040019,winter
New York,2010-01-05,-0.12899137933995405,winter
New York,2010-01-06,-3.1450237660593725,winter
New York,2010-01-07,-0.08488134490970826,winter
New York,2010-01-08,-2.60801657884418,winter
New York,2010-01-09,8.535211127872984,winter
New York,2010-01-10,6.908340994105354,winter
New York,2010-01-11,0.17152899955066597,winter
New York,2010-01-12,-2.872692055178864,winter
New York,2010-01-13,-0.5935294768885888,winter
New York,2010-01-14,-0.6547873420002717,winter
New York,2010-01-15,1.1067111339135098,winter
New York,2010-01-16,-1.863790471971916,winter
New York,2010-01-17,-2.281246519117974,winter
New York,2010-01-18,4.840112519101874,winter
New York,2010-01-19,-5.964685976771023,winter
New York,2010-01-20,-13.175637298185013,winter
New York,2010-01-21,-3.0456145950089413,winter
New York,2010-01-22,6.45021518652658,winter
New York,2010-01-23,-1.8937317038488208,winter
New York,2010-01-24,-4.154023982405786,winter
New York,2010-01-25,9.072128814231117,winter
New York,2010-01-26,8.171161397933455,winter
New York,2010-01-27,-6.233570548545075,winter
New York,2010-01-28,-4.462117439171565,winter
New York,2010-01-29,-3.089498648291894,winter
New York,2010-01-30,1.3031622606663509,winter
New York,2010-01-31,1.9417376618128324,winter
New York,2010-02-01,4.566704103056718,winter
New York,2010-02-02,1.3263756161037976,winter
New York,2010-02-03,17.774903127483842,winter
New York,2010-02-04,-9.93356070350281,winter
New York,2010-02-05,-0.3758368883683117,winter
New York,2010-02-06,1.225780093721214,winter
New York,2010-02-07,1.1413823260906137,winter
New York,2010-02-08,-2.2495055764032337,winter
New York,2010-02-09,-1.3524882816917971,winter
New York,2010-02-10,-1.7965364182497656,winter
New York,2010-02-11,0.7965107861469588,winter
New York,2010-02-12,-1.5999749639628273,winter
New York,2010-02-13,5.883134032736271,winter
New York,2010-02-14,2.634092969007158,winter
New York,2010-02-15,-0.8283670336156822,winter
New York,2010-02-16,5.111093402030523,winter
New York,2010-02-17,-4.512119800619589,winter
New York,2010-02-18,5.250629890724926,winter
New York,2010-02-19,-2.141785071235622,winter
New York,2010-02-20,-0.7464006672113515,winter
New York,2010-02-21,13.25734408276187,winter
New York,2010-02-22,4.440381064302736,winter
New York,2010-02-23,6.7272185042057515,winter
New York,2010-02-24,-3.812229230756267,winter
New York,2010-02-25,-13.349456800392401,winter
New York,2010-02-26,-0.9506675412523944,winter
New York,2010-02-27,6.949750124342997,winter
New York,2010-02-28,8.50543178531315,winter
New York,2010-03-01,7.4543854518981165,spring
New York,2010-03-02,17.043634361516645,spring
New York,2010-03-03,11.02842292316113,spring
New York,2010-03-04,0.19501800208440168,spring
New York,2010-03-05,16.322460778292214,spring
New York,2010-03-06,5.110305467844278,spring
New York,2010-03-07,10.510977691296256,spring
New York,2010-03-08,6.021741633741995,spring
New York,2010-03-09,8.913216748553394,spring
New York,2010-03-10,14.561654193124713,spring
New York,2010-03-11,11.92997541445125,spring
New York,2010-03-12,18.771965496938943,spring
New York,2010-03-13,15.727885773886868,spring
New York,2010-03-14,10.453371248501378,spring
New York,2010-03-15,3.6717124307263194,spring
New York,2010-03-16,1.065532706253629,spring
New York,2010-03-17,-3.393821455480892,spring
New York,2010-03-18,11.497855888400546,spring
New York,2010-03-19,6.333343244916191,spring
New York,2010-03-20,7.809873489754965,spring
New York,2010-03-21,12.947548811592085,spring
New York,2010-03-22,13.238436880437453,spring
New York,2010-03-23,9.859479321081167,spring
New York,2010-03-24,10.327389372809902,spring
New York,2010-03-25,4.311210627832116,spring
New York,2010-03-26,6.854986074306785,spring
New York,2010-03-27,15.414700595001515,spring
New York,2010-03-28,12.98338978581572,spring
New York,2010-03-29,4.676619342883867,spring
New York,2010-03-30,8.69693333906929,spring
New York,2010-03-31,7.106224477985401,spring
New York,2010-04-01,12.946699522102945,spring
New York,2010-04-02,5.383910253033334,spring
New York,2010-04-03,3.9150860898290682,spring
New York,2010-04-04,11.4732708476088,spring
New York,2010-04-05,12.77860107333529,spring
New York,2010-04-06,14.99488136276876,spring
New York,2010-04-07,5.203275648787731,spring
New York,2010-04-08,15.14293721857012,spring
New York,2010-04-09,6.151396424505046,spring
New York,2010-04-10,1.839228488862783,spring
New York,2010-04-11,5.316873820099895,spring
New York,2010-04-12,7.694101810732098,spring
New York,2010-04-13,17.587778857939902,spring
New York,2010-04-14,6.210811817888696,spring
